Название,Название Кратко,ИНН,адрес,lat,lon,Код оквэд,Основной вид деятельности,Ссылка
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДРУЖБА""",ООО ДРУЖБА,3604084369,"397673, Воронежская обл, м.р-н Петропавловский, с.п. Старомеловатское, с Старая Меловая, ул 50 лет Октября, д. 19", 50.283665, 40.877450,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/voronezhskaya-oblast-petropavlovski-raion/ooo-druzhba-inn-3604084369-ogrn-1233600020917-3333c02b8a004eeda5ace2a2d14985a7
КРЕСТЬЯНСКОЕ ХОЗЯЙСТВО ВЯЗОВСКОГО АЛЕКСАНДРА ЮРЬЕВИЧА,К Х-ВО ВЯЗОВСКОГО А.Ю.,1023600510823,"396253, Воронежская обл., Аннинский район, пгт. Анна, ул. Крупской, д. 74", 51.498222, 40.410648,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/voronezhskaya-oblast-anninski-raion/kfkh-k-kh-vo-vyazovskogo-a-yu-inn-3601001170-ogrn-1023600510823-6906d94ba86a226ae0531b9aa8c04bb6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ НАУЧНО-ПРОИЗВОДСТВЕННАЯ КОММЕРЧЕСКАЯ ФИРМА ""АГРОТЕХ-ГАРАНТ БЕРЕЗОВСКИЙ""",ООО НПКФ АГРОТЕХ-ГАРАНТ БЕРЕЗОВСКИЙ,3625008697,"396031, Воронежская обл, м.р-н Рамонский, с.п. Комсомольское, п Комсомольский, ул Центральная, д. 32", 51.981819, 39.224774,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/voronezhskaya-oblast-ramonski-raion/ooo-agrotekh-garant-berezovski-inn-3625008697-ogrn-1053600416165-09850b04ddf74d5db5bf6e8f07b28776
"КРЕСТЬЯНСКОЕ (ФЕРМЕРСКОЕ) ХОЗЯЙСТВО ""УДАЧА""",КФХ УДАЧА,1023600933553,"396110, Воронежская обл., Верхнехавский район, с. Верхняя Хава, ул. Буденного, д. 92", 51.853697, 39.947434,01.1,Выращивание однолетних культур,https://spark-interfax.ru/voronezhskaya-oblast-verkhnekhavski-raion/kfkh-udacha-inn-3607000310-ogrn-1023600933553-6906d94be880226ae0531b9aa8c04bb6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРОТЕХ-ГАРАНТ"" РУБАШЕВСКИЙ",ООО АГРОТЕХ-ГАРАНТ РУБАШЕВСКИЙ,3601008641,"396222, Воронежская обл, м.р-н Аннинский, с.п. Рубашевское, п Рубашевка, ул Советская, д. 23", 51.618122, 40.638809,01.1,Выращивание однолетних культур,https://spark-interfax.ru/voronezhskaya-oblast-anninski-raion/ooo-agrotekh-garant-rubashevski-inn-3601008641-ogrn-1053668507530-87ccec9df5ba4e3abb83b052a1f3590b
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АГРОСВЕТ""",АО АГРОСВЕТ,3663044287,"394083, Воронежская обл, г.о. город Воронеж, г Воронеж, ул Дубянского, д. 2", 51.584472, 39.317473,01.50,Смешанное сельское хозяйство,https://spark-interfax.ru/voronezhskaya-oblast-voronezh/ao-agrosvet-inn-3663044287-ogrn-1033600084803-6f4597117a0f4037bd7bb79aff2e3bbd
"КОЛХОЗ ""КОЛОС""",КОЛХОЗ КОЛОС,3629000152,"397469, Воронежская обл., Таловский район, с. Бирюч, ул. Колхозная, д. 77", 51.344929, 40.712654,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/voronezhskaya-oblast-talovski-raion/kolkhoz-kolos-inn-3629000152-ogrn-1023601356240-f52d28f6bb0445dda5e77d234d251e4a
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САТУРН""",ООО САТУРН,3607003791,"396131, Воронежская обл, м.р-н Верхнехавский, с.п. Парижскокоммунское, с Парижская Коммуна, ул Совхозная, зд. 38А", 51.797007, 39.630028,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/voronezhskaya-oblast-verkhnekhavski-raion/ooo-saturn-inn-3607003791-ogrn-1023600936050-0e87e03266ff4528b04fe4d1dc9c8c17
"КРЕСТЬЯНСКОЕ (ФЕРМЕРСКОЕ) ХОЗЯЙСТВО ""АГРОНУР""",КФХ АГРОНУР,1236300004357,"443095, Самарская обл, г.о. Самара, вн.р-н Кировский, г Самара, ул Ташкентская, д. 162, офис 8", 53.256021, 50.240714,01.50,Смешанное сельское хозяйство,https://spark-interfax.ru/samarskaya-oblast-samara/kfkh-agronur-inn-6372027109-ogrn-1236300004357-f505b92cd8bf41d1e053249aa8c0487d
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОВЫЙ СЕЗОН""",ООО НОВЫЙ СЕЗОН,6372026419,"446812, Самарская обл, м.р-н Кошкинский, с.п. Большая Константиновка, п Алексеевка, ул Полевая, двлд. 13", 54.336749, 50.229223,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/samarskaya-oblast-koshkinski-raion/ooo-novy-sezon-inn-6372026419-ogrn-1216300026337-c4111f76da071070e053219aa8c01f9b
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПОТРЕБИТЕЛЬСКИЙ ОБСЛУЖИВАЮЩИЙ СНАБЖЕНЧЕСКО-СБЫТОВОЙ КООПЕРАТИВ ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""УЧХОЗ-АГРО""",СПК НПО УЧХОЗ-АГРО,6350014321,"446410, Самарская обл., Кинельский район, пос. Кинельский, ул. Полевая, д. 25 офис 2", 53.255761, 50.643311,01.1,Выращивание однолетних культур,https://spark-interfax.ru/samarskaya-oblast-kinelski-raion/pk-npo-uchkhoz-agro-inn-6350014321-ogrn-1106350000327-6906d95914e8226ae0531b9aa8c04bb6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КРЕСТЬЯНСКОЕ ХОЗЯЙСТВО ""ВОЗРОЖДЕНИЕ""",ООО К/Х ВОЗРОЖДЕНИЕ,6365000530,"446290, Самарская обл., Большечерниговский район, с. Большая Черниговка, ул. Майская, д. 18 офис 2", 52.083460, 50.868130,01.50,Смешанное сельское хозяйство,https://spark-interfax.ru/samarskaya-oblast-bolshechernigovski-raion/ooo-vozrozhdenie-inn-6365000530-ogrn-1026303462657-96ea1cb5bb144eb5a2a77d720953c317
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПОТРЕБИТЕЛЬСКИЙ ПЕРЕРАБАТЫВАЮЩИЙ СБЫТОВОЙ КООПЕРАТИВ ""ПЕРЕСВЕТ""",СППСК ПЕРЕСВЕТ,1236300007415,"445165, Самарская обл, м.р-н Ставропольский, с.п. Осиновка, с Винновка, ул Казачкова, д. 24", 53.190265, 49.687584,01.50,Смешанное сельское хозяйство,https://spark-interfax.ru/samarskaya-oblast-stavropolski-raion/koop-peresvet-inn-6382095740-ogrn-1236300007415-f7c5d3226b644fb7e053249aa8c0a3f5
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОКАТ""",ООО ПРОКАТ,6382105444,"Самарская обл, г.о. Тольятти, г Тольятти, ул Бурлацкая, зд. 86, стр. 41, помещ. 2", 53.448429, 49.540149,77.21,Прокат и аренда товаров для отдыха и спортивных товаров,https://spark-interfax.ru/samarskaya-oblast-tolyatti/ooo-prokat-inn-6382105444-ogrn-1256300005730-2fe10dd8edd20171e063269aa8c00311
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТП""",ООО СТП,6320038808,"445007, Самарская обл, г.о. Тольятти, г Тольятти, ул Новозаводская, зд. 6, стр. 202, офис 12", 53.552724, 49.479414,29.32,Производство прочих комплектующих и принадлежностей для автотранспортных средств,https://spark-interfax.ru/samarskaya-oblast-tolyatti/ooo-stp-inn-6320038808-ogrn-1196313063836-8fcf9b0479e78372e0531b9aa8c0915a
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОВМЕСТНОЕ МЕЖМУНИЦИПАЛЬНОЕ ХОЗЯЙСТВО""",ООО СОВМЕЖХОЗ,6369011980,"446570, Самарская обл., Исаклинский район, с. Исаклы, ул. Ленинская, д. 1 д", 54.122592, 51.524226,35.12,Передача электроэнергии и технологическое присоединение к распределительным электросетям,https://spark-interfax.ru/samarskaya-oblast-isaklinski-raion/ooo-sovmezhkhoz-inn-6369011980-ogrn-1086369000508-0132d54807ec4785b60b21e79b5157fd
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ИВ ЦИКЛЕН""",АО ИВ ЦИКЛЕН,6320001340,"445007, Самарская обл., г. Тольятти, ул. Новозаводская, д. 6", 53.556199, 49.450568,20.14,Производство прочих основных органических химических веществ,https://spark-interfax.ru/samarskaya-oblast-tolyatti/ao-iv-tsiklen-inn-6320001340-ogrn-1036301060388-3e769325bde74b1a9fdbbe2e1c219975
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПОТРЕБИТЕЛЬСКИЙ ПЕРЕРАБАТЫВАЮЩИЙ КООПЕРАТИВ ""САВИЯ МЯСКО""",СППК САВИЯ МЯСКО,1216300038877,"445590, Самарская обл, м.р-н Хворостянский, с.п. Хворостянка, с Хворостянка, ул Рабочая, д. 1А", 52.605617, 48.954027,10.11,Переработка и консервирование мяса,https://spark-interfax.ru/samarskaya-oblast-khvorostyanski-raion/koop-saviya-myasko-inn-6330095001-ogrn-1216300038877-ca1e194e51bd0b84e053219aa8c034f0
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИМПУЛЬС""",ООО ИМПУЛЬС,6330083937,"446114, Самарская обл., г. Чапаевск, ул. Расковой, д. 75 ком. 1", 52.936969, 49.692288,68.32.1,Управление эксплуатацией жилого фонда за вознаграждение или на договорной основе,https://spark-interfax.ru/samarskaya-oblast-chapaevsk/ooo-impuls-inn-6330083937-ogrn-1186313089412-78b5b516491dc0f8e0531f9aa8c0b5b2
"КРЕСТЬЯНСКОЕ (ФЕРМЕРСКОЕ) ХОЗЯЙСТВО ""ВИКТОРИЯ""",КФХ ВИКТОРИЯ,1026303859075,"446611, Самарская обл., Нефтегорский район, с. Дмитриевка, ул. Советская, д. 14 офис 2", 52.783477, 50.650008,01.11,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур",https://spark-interfax.ru/samarskaya-oblast-neftegorski-raion/kfkh-viktoriya-inn-6377001640-ogrn-1026303859075-6906d958629b226ae0531b9aa8c04bb6
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""САТУРНО-ТП""",АО САТУРНО-ТП,6323112834,"445007, Самарская обл, г.о. Тольятти, г Тольятти, ул Новозаводская, зд. 6, стр. 60", 53.552337, 49.479142,29.32,Производство прочих комплектующих и принадлежностей для автотранспортных средств,https://spark-interfax.ru/samarskaya-oblast-tolyatti/ao-saturno-tp-inn-6323112834-ogrn-1086320030631-f230458b57c344e29931818ed85f4238
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДСК ПЛАСТИК ОМНИУМ ИНЕРЖИ""",ООО ДИПО,6321277975,"445043, Самарская обл., г. Тольятти, ул. Северная, владение 39", 53.579279, 49.278962,29.32.3,"Производство частей и принадлежностей для автотранспортных средств, не включенных в другие группировки",https://spark-interfax.ru/samarskaya-oblast-tolyatti/ooo-dipo-inn-6321277975-ogrn-1116320026624-5acc5bec600240d996581ee31045c173
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НИВА-2000""",ООО НИВА-2000,6367008710,"443522, Самарская обл., Волжский район, с. Яблоновый Овраг, ул. Н.Наумова, д. 27", 52.827426, 50.390271,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/samarskaya-oblast-volzhski-raion/ooo-niva-inn-6367008710-ogrn-1026303506800-f4535c7c943b4a89a097241bef19864c
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БКФ""",ООО БКФ,6324116020,"445007, Самарская обл, г.о. Тольятти, г Тольятти, ул Ларина, зд. 149, стр. 10, офис 203", 53.535581, 49.437835,17.29,Производство прочих изделий из бумаги и картона,https://spark-interfax.ru/samarskaya-oblast-tolyatti/ooo-bkf-inn-6324116020-ogrn-1206300070778-b6dd5de11e1e7b28e053219aa8c0481e
"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПОТРЕБИТЕЛЬСКИЙ ПЕРЕРАБАТЫВАЮЩИЙ СБЫТОВОЙ КООПЕРАТИВ ""БУРЁНКА""",СППСК БУРЁНКА,1196313054651,"446642, Самарская обл., Алексеевский район, с. Павловка, ул. Советская, д. 8 кв. 1", 52.679531, 51.259376,01.41,"Разведение молочного крупного рогатого скота, производство сырого молока",https://spark-interfax.ru/samarskaya-oblast-alekseevski-raion/koop-burenka-inn-6377006871-ogrn-1196313054651-8d0f869385df8e79e0531c9aa8c00b5f
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КРИСТА АЙТИ""",ООО КРИСТА АЙТИ,6325033948,"446010, Самарская обл., г. Сызрань, ул. Дизельная, д. 14 корп. ИБК офис 206", 53.183757, 48.516300,62.01,Разработка компьютерного программного обеспечения,https://spark-interfax.ru/samarskaya-oblast-syzran/ooo-krista-aiti-inn-6325033948-ogrn-1046301251347-ca9a7f72e48447f6bd147c27f1ca31b3
"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МЕГАПЛАСТ""",ЗАО МЕГАПЛАСТ,6345004649,"445041, Самарская обл., г. Тольятти, ул. Магистральная, владение 11 стр. 10", 53.477257, 49.503593,29.32,Производство прочих комплектующих и принадлежностей для автотранспортных средств,https://spark-interfax.ru/samarskaya-oblast-tolyatti/ao-megaplast-inn-6345004649-ogrn-1026303245430-f6babee9425141cc94abf0883b825be8
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КРИСТА""",ООО КРИСТА,6325014053,"446010, Самарская обл., г. Сызрань, ул. Дизельная, д. 14 ИНЖЕНЕРНО-БЫТОВОЙ корп каб. 304", 53.183757, 48.516300,45.31.1,"Торговля оптовая автомобильными деталями, узлами и принадлежностями, кроме деятельности агентов",https://spark-interfax.ru/samarskaya-oblast-syzran/ooo-krista-inn-6325014053-ogrn-1026303056559-75ae0e0e407e4c0a92b4777977df9f6c
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЛАСТИК""",ООО ПЛАСТИК,6324062745,"446010, Самарская обл., г. Сызрань, ул. Дизельная, д. 14 литера А каб. 21", 53.183757, 48.516300,46.90,Торговля оптовая неспециализированная,https://spark-interfax.ru/samarskaya-oblast-syzran/ooo-plastik-inn-6324062745-ogrn-1156313030598-54b475cadeda4504b874a583ee5c4830
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПС""",ООО СПС,6325068130,"446010, Самарская обл., г. Сызрань, ул. Дизельная, зд. 12А ком. 306", 53.183757, 48.516300,22.21,"Производство пластмассовых плит, полос, труб и профилей",https://spark-interfax.ru/samarskaya-oblast-syzran/ooo-sps-inn-6325068130-ogrn-1166313061562-00505dd7b51f45859c25c5f892300ab9
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНОПЛАСТ""",ООО ТЕХНОПЛАСТ,6325059907,"446010, Самарская обл., г. Сызрань, ул. Дизельная, д. 12 каб. 305", 53.183757, 48.516300,25.61,Обработка металлов и нанесение покрытий на металлы,https://spark-interfax.ru/samarskaya-oblast-syzran/ooo-tekhnoplast-inn-6325059907-ogrn-1146325001074-6c0b404febb44f8fb0b9749b449519cd
"ФОНД ПАТРИОТИЧЕСКОГО ВОСПИТАНИЯ ""ПАТРИОТИЧЕСКАЯ ВОЛНА""",ФОНД ПВ ПАТРИОТИЧЕСКАЯ ВОЛНА,1096300003568,"443099, Самарская обл., г. Самара, пос. Пос. Проран, д. 24", 53.198627, 50.113987,93.29,Деятельность по организации отдыха и развлечений прочая,https://spark-interfax.ru/samarskaya-oblast-samara/fond-patrioticheskaya-volna-inn-6317079586-ogrn-1096300003568-6906d9580da9226ae0531b9aa8c04bb6
"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""САМАРА-СОЛАНА""",ЗАО САМАРА-СОЛАНА,6382011789,"445145, Самарская обл., Ставропольский район, пос. Луначарский, ул. Мира, д. 4", 53.669537, 49.071493,01.11.1,Выращивание зерновых культур,https://spark-interfax.ru/samarskaya-oblast-stavropolski-raion/ao-samara-solana-inn-6382011789-ogrn-1026303952510-eba9ae686c434beba2ef5153d16776f4
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ КУЛЬТУРНОГО И ДУХОВНОГО РАЗВИТИЯ ""РЕГИОН ЭКСПО""",АНО КДР РЕГИОН ЭКСПО,1246300006985,"443013, Самарская обл, г.о. Самара, вн.р-н Октябрьский, г Самара, ш Московское, д. 4, к. 4, офис 404.1", 53.204551, 50.160841,93.29,Деятельность по организации отдыха и развлечений прочая,https://spark-interfax.ru/samarskaya-oblast-samara/ano-region-ekspo-inn-6316286999-ogrn-1246300006985-6906d959906c226ae0531b9aa8c04bb6
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГОРНОЛЫЖНЫЙ КОМПЛЕКС""",ООО ГОРНОЛЫЖНЫЙ КОМПЛЕКС,6313005872,"443048, Самарская обл., г. Самара, пос. Красная Глинка, квартал 3-Й, зд. 37 стр. 1", 53.389610, 50.172794,93.11,Деятельность спортивных объектов,https://spark-interfax.ru/samarskaya-oblast-samara/ooo-gornolyzhny-kompleks-inn-6313005872-ogrn-1026300840532-ba0c307972a74dc08f3b91c219f1ca9f
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КП ПРОРАН""",ООО КП ПРОРАН,6318026097,"443099, Самарская обл., г. Самара, ул. Максима Горького, д. 98 ком. 2", 53.183016, 50.075080,55.20,Деятельность по предоставлению мест для краткосрочного проживания,https://spark-interfax.ru/samarskaya-oblast-samara/ooo-kp-proran-inn-6318026097-ogrn-1176313045776-aff65c6f197c4b7a89fc7764fe349ffa
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГРАНАДА""",ООО ГРАНАДА,6311167660,"443082, Самарская обл., г. Самара, ул. Владимирская, д. 41А пом. Н4", 53.188823, 50.143532,55.10,Деятельность гостиниц и прочих мест для временного проживания,https://spark-interfax.ru/samarskaya-oblast-samara/ooo-granada-inn-6311167660-ogrn-1166313132897-eb592661548c4f07abf17b92d75eb02c
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕГИОНАЛЬНЫЙ ЦЕНТР ДЕЛОВОГО ТУРИЗМА И ИННОВАЦИЙ""",ООО РЕГИОНАЛЬНЫЙ ЦЕНТР ДЕЛОВОГО ТУРИЗМА И ИННОВАЦИЙ,6315015065,"443010, Самарская обл., г. Самара, ул. Фрунзе, д. 126 офис 1", 53.193416, 50.094973,79.12,Деятельность туроператоров,https://spark-interfax.ru/samarskaya-oblast-samara/ooo-regionalny-tsentr-delovogo-turizma-i-innovatsi-inn-6315015065-ogrn-1166313165215-16197d516a1f4bd88dd034009070df29
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРО-КОМПАНИ""",ООО АГРО-К,6387004270,"446720, Самарская обл., Шигонский район, с. Шигоны, ул. Советская, д. 129", 53.388660, 48.673318,47.2,"Торговля розничная пищевыми продуктами, напитками и табачными изделиями в специализированных магазинах",https://spark-interfax.ru/samarskaya-oblast-shigonski-raion/ooo-agro-k-inn-6387004270-ogrn-1036301252151-a293bfc053a743878516f7e5ce071a6f
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""ФАБРИКА-КРАСОК""",ООО НПО ФАБРИКА-КРАСОК,6324080617,"445020, Самарская обл., г. Тольятти, ул. Баныкина, д. 70 кв. 219", 53.509718, 49.453121,20.30.2,"Производство прочих красок, лаков, эмалей и аналогичных материалов для нанесения покрытий, художественных и полиграфических красок",https://spark-interfax.ru/samarskaya-oblast-tolyatti/ooo-fabrika-krasok-inn-6324080617-ogrn-1176313030431-d4700fabf14f4eb1ba6f4d1ed872f01c
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРОМИР""",ООО АГРОМИР,6321121872,"445000, Самарская обл., г. Тольятти, ул. Ботаническая, д. 20", 53.542859, 49.300072,01.19.2,Цветоводство,https://spark-interfax.ru/samarskaya-oblast-tolyatti/ooo-agromir-inn-6321121872-ogrn-1036301079880-13f2da678b0040a7b102bd0576af1156
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРЕС""",ООО АРЕС,6325042678,"446020, Самарская обл., г. Сызрань, ул. Солнечная, д. 1", 53.133578, 48.429586,46.73,"Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием",https://spark-interfax.ru/samarskaya-oblast-syzran/ooo-ares-inn-6325042678-ogrn-1076325000377-6178895ed3867e1ce0531b9aa8c027ab
